feature,source,term,idf
title__tốt_nghiệp xuất_sắc,title,tốt_nghiệp xuất_sắc,8.00412550280183
title__siêu_cup,title,siêu_cup,8.00412550280183
title__suất học_bổng,title,suất học_bổng,8.00412550280183
title__kháng_cáo,title,kháng_cáo,8.00412550280183
title__kẹo,title,kẹo,8.00412550280183
title__kết_thúc,title,kết_thúc,8.00412550280183
title__shb,title,shb,8.00412550280183
title__kỳ thi,title,kỳ thi,8.00412550280183
title__khắp,title,khắp,8.00412550280183
title__khẩn_cấp,title,khẩn_cấp,8.00412550280183
title__sàm,title,sàm,8.00412550280183
title__suy thận,title,suy thận,8.00412550280183
title__sàm sỡ,title,sàm sỡ,8.00412550280183
title__shipper,title,shipper,8.00412550280183
title__kịp,title,kịp,8.00412550280183
title__điện_đàm,title,điện_đàm,8.00412550280183
title__scottie scheffler,title,scottie scheffler,8.00412550280183
title__tối_ưu,title,tối_ưu,8.00412550280183
title__scheffler,title,scheffler,8.00412550280183
title__bản_quyền,title,bản_quyền,8.00412550280183
title__bích_phương,title,bích_phương,8.00412550280183
title__lan_phương,title,lan_phương,8.00412550280183
title__lao_đao,title,lao_đao,8.00412550280183
title__sun,title,sun,8.00412550280183
title__khủng,title,khủng,8.00412550280183
title__đà lạt,title,đà lạt,8.00412550280183
title__kinh_hoàng,title,kinh_hoàng,8.00412550280183
title__kỳ_diệu,title,kỳ_diệu,8.00412550280183
title__sesko,title,sesko,8.00412550280183
title__hợp_đồng,title,hợp_đồng,8.00412550280183
title__khuấy_động,title,khuấy_động,8.00412550280183
title__thư_giãn,title,thư_giãn,8.00412550280183
title__thú,title,thú,8.00412550280183
title__thông_minh,title,thông_minh,8.00412550280183
title__áo_dài,title,áo_dài,8.00412550280183
title__hành_lý,title,hành_lý,8.00412550280183
title__áp thuế,title,áp thuế,8.00412550280183
title__thái_bình_dương,title,thái_bình_dương,8.00412550280183
title__áp_dụng,title,áp_dụng,8.00412550280183
title__áp_thuế,title,áp_thuế,8.00412550280183
title__thành ủy,title,thành ủy,8.00412550280183
title__hình_sự,title,hình_sự,8.00412550280183
title__bắc_bộ,title,bắc_bộ,8.00412550280183
title__thuốc_lá,title,thuốc_lá,8.00412550280183
title__tạp_chí,title,tạp_chí,8.00412550280183
title__hòa_bình ukraine,title,hòa_bình ukraine,8.00412550280183
title__hòn,title,hòn,8.00412550280183
title__bắc mưa,title,bắc mưa,8.00412550280183
title__òa,title,òa,8.00412550280183
title__hà_nội fc,title,hà_nội fc,8.00412550280183
title__hà_lan,title,hà_lan,8.00412550280183
title__thiên_đường,title,thiên_đường,8.00412550280183
title__hy_lạp,title,hy_lạp,8.00412550280183
title__gốc việt,title,gốc việt,8.00412550280183
title__thập_kỷ,title,thập_kỷ,8.00412550280183
title__hc,title,hc,8.00412550280183
title__hi,title,hi,8.00412550280183
title__thải,title,thải,8.00412550280183
title__hiểm,title,hiểm,8.00412550280183
title__tạm dừng,title,tạm dừng,8.00412550280183
title__ho,title,ho,8.00412550280183
title__hoa_hồng,title,hoa_hồng,8.00412550280183
title__hoang_sơ,title,hoang_sơ,8.00412550280183
title__hoàng_hậu,title,hoàng_hậu,8.00412550280183
title__yêu_thương,title,yêu_thương,8.00412550280183
title__thường_xuyên,title,thường_xuyên,8.00412550280183
title__hoảng_loạn,title,hoảng_loạn,8.00412550280183
title__huyện,title,huyện,8.00412550280183
title__huấn_luyện,title,huấn_luyện,8.00412550280183
title__thương_binh,title,thương_binh,8.00412550280183
title__thiếu_nữ,title,thiếu_nữ,8.00412550280183
title__tạp_chí môi_trường,title,tạp_chí môi_trường,8.00412550280183
title__khuyến_cáo,title,khuyến_cáo,8.00412550280183
title__hộp,title,hộp,8.00412550280183
title__sở gd,title,sở gd,8.00412550280183
title__hứa,title,hứa,8.00412550280183
title__hữu_nghị,title,hữu_nghị,8.00412550280183
title__ii,title,ii,8.00412550280183
title__đen vâu,title,đen vâu,8.00412550280183
title__internet,title,internet,8.00412550280183
title__sống khỏe,title,sống khỏe,8.00412550280183
title__ishcmc,title,ishcmc,8.00412550280183
title__số_một thế_giới,title,số_một thế_giới,8.00412550280183
title__số_một,title,số_một,8.00412550280183
title__bầu_cử,title,bầu_cử,8.00412550280183
title__khiếm_nhã,title,khiếm_nhã,8.00412550280183
title__khiếm_nhã đoàn,title,khiếm_nhã đoàn,8.00412550280183
title__sạt_lở,title,sạt_lở,8.00412550280183
title__sưu_tập,title,sưu_tập,8.00412550280183
title__bảo_đảm,title,bảo_đảm,8.00412550280183
title__bảo_tàng,title,bảo_tàng,8.00412550280183
title__sở y_tế,title,sở y_tế,8.00412550280183
title__sở_hữu,title,sở_hữu,8.00412550280183
title__thay_thế,title,thay_thế,8.00412550280183
title__sỡ,title,sỡ,8.00412550280183
title__ý_nghĩa,title,ý_nghĩa,8.00412550280183
title__thanh_tra,title,thanh_tra,8.00412550280183
title__hệ,title,hệ,8.00412550280183
title__bật_mí,title,bật_mí,8.00412550280183
title__học_bổng toàn,title,học_bổng toàn,8.00412550280183
content__ishcmc,content,ishcmc,8.00412550280183
title__tham_ô,title,tham_ô,8.00412550280183
title__ăn_uống,title,ăn_uống,8.00412550280183
title__đai,title,đai,8.00412550280183
title__đam_mê,title,đam_mê,8.00412550280183
title__hồi,title,hồi,8.00412550280183
title__đau bụng,title,đau bụng,8.00412550280183
title__đau_đớn,title,đau_đớn,8.00412550280183
title__đe,title,đe,8.00412550280183
title__đe dọa,title,đe dọa,8.00412550280183
title__văng,title,văng,8.00412550280183
title__hội_tụ,title,hội_tụ,8.00412550280183
title__rớt,title,rớt,8.00412550280183
title__đóng_góp,title,đóng_góp,8.00412550280183
title__vô_địch thế_giới,title,vô_địch thế_giới,8.00412550280183
title__độc_quyền,title,độc_quyền,8.00412550280183
title__đầu 2025,title,đầu 2025,8.00412550280183
title__đầu đạn,title,đầu đạn,8.00412550280183
title__phân_phối,title,phân_phối,8.00412550280183
title__ngân_hàng hôm_nay,title,ngân_hàng hôm_nay,8.00412550280183
title__ngân_hàng nhà_nước,title,ngân_hàng nhà_nước,8.00412550280183
title__ngân_sách,title,ngân_sách,8.00412550280183
title__đầu_bếp,title,đầu_bếp,8.00412550280183
title__pháo_hoa,title,pháo_hoa,8.00412550280183
title__ngược chiều,title,ngược chiều,8.00412550280183
title__ngỡ_ngàng,title,ngỡ_ngàng,8.00412550280183
title__đổ_bộ,title,đổ_bộ,8.00412550280183
title__đồng_ý,title,đồng_ý,8.00412550280183
title__đồng_tháp,title,đồng_tháp,8.00412550280183
title__ngựa,title,ngựa,8.00412550280183
title__nhanh_chóng,title,nhanh_chóng,8.00412550280183
title__20 triệu,title,20 triệu,8.00412550280183
title__nhiệt,title,nhiệt,8.00412550280183
title__vai_trò,title,vai_trò,8.00412550280183
title__ngoại_ngữ,title,ngoại_ngữ,8.00412550280183
title__nhà_máy điện,title,nhà_máy điện,8.00412550280183
title__nghỉ lễ,title,nghỉ lễ,8.00412550280183
title__46,title,46,8.00412550280183
title__mỹ_chi,title,mỹ_chi,8.00412550280183
title__mỹ_đình,title,mỹ_đình,8.00412550280183
title__nai,title,nai,8.00412550280183
title__phúc_thẩm,title,phúc_thẩm,8.00412550280183
title__đứa trẻ,title,đứa trẻ,8.00412550280183
title__đứa,title,đứa,8.00412550280183
title__new,title,new,8.00412550280183
title__động_thái,title,động_thái,8.00412550280183
title__động_mạch,title,động_mạch,8.00412550280183
title__340,title,340,8.00412550280183
title__vpbank,title,vpbank,8.00412550280183
title__phúc,title,phúc,8.00412550280183
title__đội_tuyển nữ,title,đội_tuyển nữ,8.00412550280183
title__300 km,title,300 km,8.00412550280183
title__phó giám_đốc,title,phó giám_đốc,8.00412550280183
title__uống thuốc,title,uống thuốc,8.00412550280183
title__nhà_báo,title,nhà_báo,8.00412550280183
title__đồng đi,title,đồng đi,8.00412550280183
title__một_mình,title,một_mình,8.00412550280183
title__non,title,non,8.00412550280183
title__nsưt,title,nsưt,8.00412550280183
title__đối_diện,title,đối_diện,8.00412550280183
title__nuốt,title,nuốt,8.00412550280183
title__nvidia,title,nvidia,8.00412550280183
title__pga,title,pga,8.00412550280183
title__nâng tầm,title,nâng tầm,8.00412550280183
title__né,title,né,8.00412550280183
title__nêu khả_năng,title,nêu khả_năng,8.00412550280183
title__nêu lý_do,title,nêu lý_do,8.00412550280183
title__nêu điều_kiện,title,nêu điều_kiện,8.00412550280183
title__nướng,title,nướng,8.00412550280183
title__nấu_ăn,title,nấu_ăn,8.00412550280183
title__olympic tin_học,title,olympic tin_học,8.00412550280183
title__đề_án,title,đề_án,8.00412550280183
content__phạm tăng,content,phạm tăng,8.00412550280183
title__nội_bài,title,nội_bài,8.00412550280183
title__đẳng_cấp,title,đẳng_cấp,8.00412550280183
title__đối_phó,title,đối_phó,8.00412550280183
title__pga championship,title,pga championship,8.00412550280183
title__virus,title,virus,8.00412550280183
title__125 triệu,title,125 triệu,8.00412550280183
title__phá hủy,title,phá hủy,8.00412550280183
title__đồng nai,title,đồng nai,8.00412550280183
title__phu_nhân tổng_bí_thư,title,phu_nhân tổng_bí_thư,8.00412550280183
title__nhân_tài,title,nhân_tài,8.00412550280183
title__đồng mua,title,đồng mua,8.00412550280183
title__đồi,title,đồi,8.00412550280183
title__nhảy,title,nhảy,8.00412550280183
title__phong_độ,title,phong_độ,8.00412550280183
title__nhận_diện,title,nhận_diện,8.00412550280183
title__nhận_xét,title,nhận_xét,8.00412550280183
title__nhập,title,nhập,8.00412550280183
title__15 000,title,15 000,8.00412550280183
title__đống,title,đống,8.00412550280183
title__việt_nam thắng,title,việt_nam thắng,8.00412550280183
title__viết tiếp,title,viết tiếp,8.00412550280183
title__nhịp,title,nhịp,8.00412550280183
title__phi_công,title,phi_công,8.00412550280183
title__ung_thư giai_đoạn,title,ung_thư giai_đoạn,8.00412550280183
title__ukraine có_thể,title,ukraine có_thể,8.00412550280183
title__loạt ưu_đãi,title,loạt ưu_đãi,8.00412550280183
title__lượn,title,lượn,8.00412550280183
title__biểu_tượng,title,biểu_tượng,8.00412550280183
title__quốc,title,quốc,8.00412550280183
title__đóng_cửa,title,đóng_cửa,8.00412550280183
title__lắp,title,lắp,8.00412550280183
title__lễ cưới,title,lễ cưới,8.00412550280183
title__lễ khai_giảng,title,lễ khai_giảng,8.00412550280183
title__lễ khánh_thành,title,lễ khánh_thành,8.00412550280183
title__lễ kỷ_niệm,title,lễ kỷ_niệm,8.00412550280183
title__biển đông,title,biển đông,8.00412550280183
title__quảng_bá,title,quảng_bá,8.00412550280183
title__quản_trị,title,quản_trị,8.00412550280183
title__gã đàn_ông,title,gã đàn_ông,8.00412550280183
title__đăng,title,đăng,8.00412550280183
title__lỗ_hổng,title,lỗ_hổng,8.00412550280183
title__quân_nhân,title,quân_nhân,8.00412550280183
title__biên_chế,title,biên_chế,8.00412550280183
title__lừa_đảo chiếm_đoạt,title,lừa_đảo chiếm_đoạt,8.00412550280183
title__lạt,title,lạt,8.00412550280183
title__brad,title,brad,8.00412550280183
title__đơn_vị,title,đơn_vị,8.00412550280183
title__quỹ,title,quỹ,8.00412550280183
title__luyện_tập,title,luyện_tập,8.00412550280183
title__báo đông,title,báo đông,8.00412550280183
title__rà_soát,title,rà_soát,8.00412550280183
title__lá_chắn,title,lá_chắn,8.00412550280183
title__lâm đồng,title,lâm đồng,8.00412550280183
title__lâm_dự,title,lâm_dự,8.00412550280183
title__lâm_đồng,title,lâm_đồng,8.00412550280183
title__lãi_suất ngân_hàng,title,lãi_suất ngân_hàng,8.00412550280183
title__vô_sinh,title,vô_sinh,8.00412550280183
title__bách_khoa,title,bách_khoa,8.00412550280183
title__tổng_thống mỹ,title,tổng_thống mỹ,8.00412550280183
title__bàn_tay,title,bàn_tay,8.00412550280183
title__lõi,title,lõi,8.00412550280183
title__lý liên_kiệt,title,lý liên_kiệt,8.00412550280183
title__tổng_thống putin,title,tổng_thống putin,8.00412550280183
title__brazil,title,brazil,8.00412550280183
title__brad pitt,title,brad pitt,8.00412550280183
title__lữ_đoàn,title,lữ_đoàn,8.00412550280183
title__quyết_tâm,title,quyết_tâm,8.00412550280183
title__500 tỷ,title,500 tỷ,8.00412550280183
title__đại_học y_dược,title,đại_học y_dược,8.00412550280183
title__đại_hội đảng_bộ,title,đại_hội đảng_bộ,8.00412550280183
title__mèo,title,mèo,8.00412550280183
title__mê,title,mê,8.00412550280183
title__mìn,title,mìn,8.00412550280183
title__món ngon,title,món ngon,8.00412550280183
title__đại_sứ,title,đại_sứ,8.00412550280183
title__acecook,title,acecook,8.00412550280183
title__phổ_biến,title,phổ_biến,8.00412550280183
title__85,title,85,8.00412550280183
title__tỷ_phú vượng,title,tỷ_phú vượng,8.00412550280183
title__mất_tích bí_ẩn,title,mất_tích bí_ẩn,8.00412550280183
title__uav ukraine,title,uav ukraine,8.00412550280183
title__phạt tù,title,phạt tù,8.00412550280183
title__ubnd,title,ubnd,8.00412550280183
title__ứng_viên,title,ứng_viên,8.00412550280183
title__phạm_nhân,title,phạm_nhân,8.00412550280183
title__51,title,51,8.00412550280183
title__pin,title,pin,8.00412550280183
title__muộn,title,muộn,8.00412550280183
title__biên_bản,title,biên_bản,8.00412550280183
title__mua đất,title,mua đất,8.00412550280183
title__bitcoin,title,bitcoin,8.00412550280183
title__binh_sĩ,title,binh_sĩ,8.00412550280183
title__bi_kịch,title,bi_kịch,8.00412550280183
title__bhyt,title,bhyt,8.00412550280183
title__massage,title,massage,8.00412550280183
title__từ_chức,title,từ_chức,8.00412550280183
title__mb,title,mb,8.00412550280183
title__bao,title,bao,8.00412550280183
title__ban_bí_thư,title,ban_bí_thư,8.00412550280183
title__microsoft,title,microsoft,8.00412550280183
title__mini,title,mini,8.00412550280183
title__awards,title,awards,8.00412550280183
title__miếng sjc,title,miếng sjc,8.00412550280183
title__đại_học bắc,title,đại_học bắc,8.00412550280183
title__đại_học công_nghiệp,title,đại_học công_nghiệp,8.00412550280183
title__miệng,title,miệng,8.00412550280183
title__tự_nhiên,title,tự_nhiên,8.00412550280183
title__gói,title,gói,8.00412550280183
title__sư_tử,title,sư_tử,8.00412550280183
title__cường,title,cường,8.00412550280183
title__dự kỷ_niệm,title,dự kỷ_niệm,8.00412550280183
